aciklama,adres,tarih
"2014 YLSY -  Yurt Dışına Lisansüstü Öğrenim Görmek Üzere Gönderilecek Öğrencilerin Başvuru, Seçme Ve Yerleştirme İşlemleri Hakkında Duyuru ",http://yyegm.meb.gov.tr/www/2014-ylsy-yurt-disina-lisansustu-ogrenim-gormek-uzere-gonderilecek-ogrencilerin-basvuru-secme-ve-yerlestirme-islemleri-hakkinda-duyuru/icerik/2,28/10/2014
2014 Yılı Şef-Memur Görevde Yükselme Atama Kılavuzu ,http://ikgm.meb.gov.tr/www/2014-yili-sef-memur-gorevde-yukselme-atama-klavuzu/icerik/409,27/10/2014
2014 Ekim Engelli Personel (Öğretmen) Alımına İlişkin Başvuru İşlemleri ,http://basvurular.meb.gov.tr/bsv3/engellimemurbsv/,22/10/2014
Uluslararası Türkmen  Türk Üniversitesi Öğretim Elemanı Duyurusu ,/uluslararasi-turkmen-turk-universitesi-ogretim-elemani-duyurusu/duyuru/7268,15/10/2014
Şef ve Memur Kadrolarına İlişkin Yapılan Görevde Yükselme Sınav Sonucu Oluşan Başarı Listesi ,http://ikgm.meb.gov.tr/www/13092014-tarihinde-yapilan-sef-ve-memur-kadrolarina-iliskin-gorevde-yukselme-sinav-sonucu-olusan-basari-listesi/icerik/406,14/10/2014
EBA ÇİZGİ  1.Karikatür Yarışması ,http://www.eba.gov.tr/karikatur,08/10/2014
Millî Eğitim Bakanlığı Örgün ve Yaygın Eğitimi Destekleme ve Yetiştirme Kursları Yönergesi ,/mill-egitim-bakanligi-orgun-ve-yaygin-egitimi-destekleme-ve-yetistirme-kurslari-yonergesi/duyuru/7211,01/10/2014
Eğitim ve Öğretim Desteği İkinci Yerleştirme Sonuçları ,http://basvurular.meb.gov.tr/bsv2_4/ookeod/eod/sonuc.aspx?prm=sonuc,24/09/2014
2015-2016 Yılı İsviçre Hükümeti Bursu Başvuruları Başlamıştır ,http://abdigm.meb.gov.tr/www/yabanci-hukumet-burslari-genel-sartlar/icerik/246,23/09/2014
Eğitim ve Öğretim Desteği İkinci Tercih İşlemleri ,http://basvurular.meb.gov.tr/bsv2_4/ookeod/eod/basvuru.aspx,19/09/2014
2014 Yılı Eylül Dönemi Öğretmen Atama Sonuçları ve Taban Puanlar ,http://personel.meb.gov.tr/www/2014-yili-eylul-donemi-ogretmen-atama-sonuclari-ve-taban-puanlar/icerik/404,19/09/2014
Eğitim ve Öğretim Desteği İkinci Başvuru Sonuçları ,http://basvurular.meb.gov.tr/bsv2_4/ookeod/eod/sonuc.aspx?prm=ogrenci,19/09/2014
OYUN 2014 Türkiye 19. Zeka Oyunları Yarışması ,/oyun-2014-turkiye-19-zeka-oyunlari-yarismasi/duyuru/7080,15/09/2014
Millî Eğitim Bakanlığı Taşıma Yoluyla Eğitime Erişim Yönetmeliği ,http://www.meb.gov.tr/meb_iys_dosyalar/2014_09/12024357_tasimayonetmeligi.pdf,12/09/2014
2014 Yılı Eylül Dönemi Öğretmenlik Başvuru İşlemleri ,https://ilkatama.meb.gov.tr/karsilama.aspx,12/09/2014
Eğitim ve Öğretim Desteği Başvuru Sonuçları ,http://basvurular.meb.gov.tr/bsv2_4/ookeod/eod/sonuc.aspx?prm=sonuc,10/09/2014
Eğitim Öğretim Desteği Tercih İşlemleri ,http://basvurular.meb.gov.tr/bsv2_4/ookeod/eod/,05/09/2014
Eğitim ve Öğretim Desteği / İkinci Başvuru ve Yerleştirme Takvimi ,http://ookgm.meb.gov.tr/meb_iys_dosyalar/2014_09/04045534_eitimretimdestei.pdf,05/09/2014
Medya Okur Yazarlığı Tanıtımı Kursu (Uzaktan Hizmetiçi Eğitim) ,/medya-okur-yazarligi-tanitimi-kursu-uzaktan-hizmetici-egitim/duyuru/7015,03/09/2014
Yurt Dışı Okutmanlık Sınavı Sonuçlarının Duyurulması ,http://abdigm.meb.gov.tr/www/14-agustos-2014-tarihinde-yapilan-yurt-disi-okutmanlik-sinavi-sonucu/icerik/439,01/09/2014
Eğitim ve Öğretim Desteği Sonuçları ,http://basvurular.meb.gov.tr/bsv2_4/ookeod/,01/09/2014
Eğitim Kurumları Yöneticilerinin Değerlendirme Sonuçları ,http://yonetici.meb.gov.tr,21/08/2014
Özel Okullarda Öğrenim Görecek Öğrencilere Verilecek Eğitim ve Öğretim Desteği´ne İlişkin Sıkça Sorulan Sorular ve Cevapları ,http://www.meb.gov.tr/meb_iys_dosyalar/egitim_ogretim_destegi.pdf,13/08/2014
5580 Sayılı Kanun Kapsamındaki Özel Okullarda Öğrenim Görecek Öğrenciler için Verilecek Eğitim ve Öğretim Desteği Uygulama E-Kılavuzu ,http://ookgm.meb.gov.tr/meb_iys_dosyalar/2014_08/14033344_eitimveretimdestei_klavuz14082014.pdf,07/08/2014
Öğretmenlerin 2014 Yaz Tatili İl İçi ve İller Arası Özür Durumuna Bağlı Yer Değiştirme Duyurusu ,http://personel.meb.gov.tr/www/ogretmenlerin-2014-yaz-tatili-il-ici-ve-iller-arasi-ozur-durumuna-bagli-yer-degistirme-duyurusu/icerik/375,25/07/2014
Şube Müdürü Atamaları Hakkında Verilen Danıştay Kararı Sonrası Yapılan Yönetmelik Değişikliği Çalışması ,http://personel.meb.gov.tr/meb_iys_dosyalar/2014_07/23113507_ubemdratamalarbasnaklamas.pdf,23/07/2014
Öğretmenlerin Temmuz 2014 İl İçi İsteğe Bağlı Yer Değiştirme Duyurusu ,http://ikgm.meb.gov.tr/www/ogretmenlerin-temmuz-2014-il-ici-istege-bagli-yer-degistirme-duyurusu/icerik/365,17/07/2014
2015-2017 Dönemi Yatırım Programı Hazırlıkları Başlamıştır ,http://sgb.meb.gov.tr/www/2015-2017-donemi-yatirim-programi-hazirliklari-baslamistir/icerik/108,14/07/2014
KPSS 2014/1 Yerleştirmelerinde Bakanlığımız Merkez Ve Taşra Teşkilatı Kadrolarına Atananlar ,http://ikgm.meb.gov.tr/www/kpss-20141-yerlestirmelerinde-bakanligimiz-merkez-ve-tasra-teskilati-kadrolarina-atananlar/icerik/359,09/07/2014
Taşra Teşkilatında E.Ö.H Sınıfı Dışı Diğer Hizmet Sınıflarında Görev Yapan Personelin İller Arası İsteğe Bağlı Yer Değiştirme Sonuçları ,http://ikgm.meb.gov.tr/www/tasra-teskilatinda-eoh-sinifi-disi-diger-hizmet-siniflarinda-gorev-yapan-personelin-iller-arasi-istege-bagli-yer-degistirme-sonuclari/icerik/356,04/07/2014
Açık Öğretim Lisesi ve Mesleki Açık Öğretim Lisesi İkinci Dönem Sınav Sonuçları Açıklandı ,/acik-ogretim-lisesi-ve-mesleki-acik-ogretim-lisesi-ikinci-donem-sinav-sonuclari-aciklandi/duyuru/6939,02/07/2014
Basın Açıklaması ,/basin-aciklamasi/duyuru/6930,01/07/2014
"Bilgisayar, İş İstasyonu Ve Harici Depolama Birimi Alımı İhalesi İlanı Zeyilnamesi ",http://yegitek.meb.gov.tr/www/zeyilname/icerik/101,01/07/2014
Öğretmenlerin İsteğe ve Zorunlu Çalışma Yükümlülüğüne Bağlı Yer Değiştirmeleri Gerçekleştirildi ,/ogretmenlerin-istege-ve-zorunlu-calisma-yukumlulugune-bagli-yer-degistirmeleri-gerceklestirildi/duyuru/6922,26/06/2014
Taşra Teşkilatında E.Ö.H. Sınıfı Dışındaki Diğer Hizmet Sınıflarında Görev Yapan Personelin İller Arası İsteğe Bağlı Yer Değiştirme başvuru ekranı açılmıştır. ,http://basvurular.meb.gov.tr/bsv2_4/personel_ildisi_atama/personel_ildisi_atama/default.aspx,24/06/2014
Basın Açıklaması ,/basin-aciklamasi/duyuru/6910,22/06/2014
"""Yılın Kaliteli Kurumu"" ve ""Yılın Kaliteli Ekibi"" Kategorilerinde Dereceye Kalma Başarısı Gösteren Kurumlar ",http://sgb.meb.gov.tr/meb_iys_dosyalar/2014_06/12022026_ekys.pdf,12/06/2014
"Bilgisayar, İş İstasyonu ve Harici Depolama Birimi Alımı İhalesi ",http://yegitek.meb.gov.tr/www/bilgisayar-is-istasyonu-ve-harici-depolama-birimi-alimi-ihalesi/icerik/97,17/06/2014
Millî Eğitim Uzman Yardımcılığı Sözlü Sınavında Başarılı Olan Adaylar ,/mill-egitim-uzman-yardimciligi-sozlu-sinavinda-basarili-olan-adaylar/duyuru/6866,04/06/2014
6360 sayılı Kanun Sonrası Yatırım İşlemleri ,http://www.meb.gov.tr/meb_iys_dosyalar/2014_05/23072030_yatrmislemleri.pdf,26/05/2014
2015-2019 Stratejik Plan Paydaş Anketleri Yayımlanmıştır ,http://sgb.meb.gov.tr/www/meb-2015-2019-stratejik-plani-ic-ve-dis-paydas-anketleri/icerik/96,18/04/2014
 İl Millî Eğitim Müdürlükleri Araştırma-Geliştirme (AR-GE) Birimleri Yönergesi ,/il-mill-egitim-mudurlukleri-arastirma-gelistirme-ar-ge-birimleri-yonergesi/duyuru/6820,15/05/2014
İl/İlçe Millî Eğitim Şube Müdürlerinin Bölge Hizmetine Bağlı 2014 Yılı Yer Değiştirme Kılavuzu ,http://ikgm.meb.gov.tr/www/ililce-mill-egitim-sube-mudurlerinin-bolge-hizmetine-bagli-2014-yili-yer-degistirme-kilavuzu/icerik/317,08/05/2014
2014 Yılı Öğretmenlerin İl İçi İsteğe Bağlı Yer Değiştirme Duyurusu ,http://personel.meb.gov.tr/www/2014-yili-ogretmenlerin-il-ici-istege-bagli-yer-degistirme-duyurusu/icerik/316,08/05/2014
Yurt Dışı Göreve Uyum Seminerinin Ertelenmesine İlişkin Duyuru ,http://abdigm.meb.gov.tr/www/bakanliklararasi-ortak-kultur-komisyonu-marifetiyle-gorevlendirilecek-ogretmenlere-yonelik-yapilmasi-planlanan-yurt-disi-goreve-uyum-seminer-tarihi-ve-yer-degisikligi/icerik/389,02/05/2014
Millî Eğitim Bakanlığı 2013 Yılı İdare Faaliyet Raporu ,http://sgb.meb.gov.tr/meb_iys_dosyalar/2014_04/30032306_meb_2013_idare_faaliyet_raporu.pdf,30/04/2014
2014-2015 Yılı İtalya Hükümet Bursu Başvuruları Başlamıştır ,http://abdigm.meb.gov.tr/www/yabanci-hukumet-burslari/icerik/246,25/04/2014
"""Öğretmen ve Öğrenci Gözüyle Eğitim"" Konulu Fotoğraf Yarışması ",/ogretmen-ve-ogrenci-gozuyle-egitim-konulu-fotograf-yarismasi/duyuru/6786,24/04/2014
MEB 2014 Yılı İl-İlçe Millî Eğitim Müdürlükleri Şube Müdürü Kadrolarına Görevde Yükselme Suretiyle Atama Başvuru Duyurusu ,http://ikgm.meb.gov.tr/www/2014-meb-il-ilce-mill-egitim-mudurlukleri-sube-muduru-kadrolarina-gorevde-yukselme-suretiyle-atama-basvuru-duyurusu/icerik/305,04/04/2014
Proje Başvuru Formu ,/proje-basvuru-formu/duyuru/6763,03/04/2014
Parasız Yatılılık ve Bursluluk Sınavı (PYBS) Başvuru Süresinin Uzatılmasına İlişkin Açıklama ,/parasiz-yatililik-ve-bursluluk-sinavi-pybs-basvuru-suresinin-uzatilmasina-iliskin-aciklama/duyuru/6760,31/03/2014
"Öğretmenlik Alanları, Atama ve Ders Okutma Esasları Yeniden Düzenlendi ",/ogretmenlik-alanlari-atama-ve-ders-okutma-esaslari-yeniden-duzenlendi/duyuru/6722,12/03/2014
2014 Yılı Temel Eğitim Yapım Programı Genelgesi (2014-4) Yayınlandı ,http://iegb.meb.gov.tr/www/2014-yili-temel-egitim-yapim-programi-genelgesi-2014-4-yayinlanmistir/icerik/280,10/03/2014
2014-2015 Yılı Macaristan Hükümeti Burs Başvuruları Başladı ,http://abdigm.meb.gov.tr/www/yabanci-hukumet-burslari-genel-sartlar/icerik/246,23/01/2014
Millî Eğitim Bakanlığı 2014 Yılı İş Takvimi ,http://sgb.meb.gov.tr/meb_iys_dosyalar/2014_01/20021305_2014yili_meb_istakvimi.pdf,22/01/2014
Millî Eğitim Bakanlığı Millî Eğitim Uzman Yardımcılığı Yarışma Sınavı(Sözlü Sınav)Duyurusu ,http://personel.meb.gov.tr/www/icerik_goruntule.php?KNO=264,09/01/2014
7. ‘Gençliğin Gözünden’ Türkiye Liseler Arası Kısa Film Yarışma Projesi ,http://cankaya.meb.gov.tr/www/7-gencligin-gozunden-turkiye-liseler-arasi-kisa-film-yarisma-projesi/icerik/260,02/01/2014
Basın Duyurusu ,/basin-duyurusu/duyuru/6598,01/01/2014
2013 YLSY - Yerleştirme Sonuçları ,/2013-ylsy-yerlestirme-sonuclari/duyuru/6597,31/12/2013
´Yabancı Hükümet Bursları´ Basın Duyurusu ,http://www.meb.gov.tr/meb_iys_dosyalar/2014_01/02120014_basinduyurusuyabancihukumetburslar.pdf,31/12/2013
2014 - Öğretmenlik Alan Bilgisi Testi (ÖABT): Sınav Yapılacak Alanlar ,/2014-ogretmenlik-alan-bilgisi-testi-oabt-sinav-yapilacak-alanlar/duyuru/6593,31/12/2013
